date,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity
2025-01-25,14,18,2,2,57,36,93,2831840
2025-01-26,13,9,4,4,52,30,82,2273724
2025-01-27,17,14,2,0,44,33,77,1930301
2025-01-28,18,7,2,5,42,32,74,2489644
2025-01-29,18,14,6,2,48,40,88,1805697
2025-01-30,19,19,3,5,41,46,87,2097620
2025-01-31,24,7,4,1,48,36,84,1589781
2025-02-01,12,14,3,1,41,30,71,3111048
2025-02-02,14,5,3,1,46,23,69,1466164
2025-02-03,16,15,3,0,49,34,83,2543441
2025-02-04,12,13,1,3,49,29,78,1388455
2025-02-05,13,12,2,3,43,30,73,2176431
2025-02-06,20,19,4,4,38,47,85,1878668
2025-02-07,13,9,4,2,40,28,68,2142168
2025-02-08,13,13,5,1,39,32,71,1671813
2025-02-09,17,12,4,1,52,34,86,1946349
2025-02-10,6,13,3,5,48,27,75,2647208
2025-02-11,19,15,7,6,48,47,95,1704959
2025-02-12,16,16,3,4,59,39,98,3306968
2025-02-13,29,23,5,5,61,62,123,3456124
2025-02-14,13,8,5,3,49,29,78,2039822
2025-02-15,21,17,0,2,57,40,97,2605802
2025-02-16,10,16,3,3,49,32,81,2925000
2025-02-17,17,15,3,4,48,39,87,2706261
2025-02-18,22,14,10,5,50,51,101,2407538
2025-02-19,24,9,5,0,58,38,96,2605434
2025-02-20,20,8,4,1,58,33,91,2553497
2025-02-21,21,15,3,3,51,42,93,1672664
2025-02-22,20,21,6,1,68,48,116,3482677
2025-02-23,14,17,7,1,46,39,85,1477432
2025-02-24,16,14,3,7,57,40,97,2262646
2025-02-25,13,10,2,0,40,25,65,1816516
2025-02-26,8,7,2,1,27,18,45,727362
2025-02-27,14,14,8,3,42,39,81,903587
2025-02-28,7,14,3,0,41,24,65,1821038
2025-03-01,15,17,4,3,50,39,89,2129635
2025-03-02,12,13,1,2,34,28,62,2046736
2025-03-03,15,9,5,1,65,30,95,3562745
2025-03-04,22,12,8,6,46,48,94,1620465
2025-03-05,21,15,2,1,48,39,87,2541631
2025-03-06,19,10,2,7,66,38,104,3092273
2025-03-07,15,12,7,1,62,35,97,2602078
2025-03-08,20,12,5,2,70,39,109,2663082
2025-03-09,12,9,7,3,49,31,80,2448219
2025-03-10,24,10,5,5,50,44,94,3648423
2025-03-11,14,13,3,6,50,36,86,2757567
2025-03-12,22,13,7,2,72,44,116,3972851
2025-03-13,21,18,5,2,60,46,106,3171313
2025-03-14,21,23,3,5,52,52,104,2036335
2025-03-15,17,11,6,2,45,36,81,1462407
2025-03-16,23,16,16,5,66,60,126,3325411
2025-03-17,14,14,7,0,41,35,76,1715853
2025-03-18,21,18,3,5,60,47,107,3782886
2025-03-19,22,16,3,5,61,46,107,1989760
2025-03-20,21,19,3,1,72,44,116,3332251
2025-03-21,16,10,6,4,56,36,92,2209092
2025-03-22,18,10,3,1,51,32,83,3401042
2025-03-23,19,21,6,2,51,48,99,1451858
2025-03-24,21,11,0,3,45,35,80,2272531
2025-03-25,7,10,2,5,36,24,60,865511
2025-03-26,17,15,2,1,36,35,71,1845449
2025-03-27,23,16,3,2,41,44,85,2601207
2025-03-28,22,19,5,0,66,46,112,2860064
2025-03-29,16,17,5,2,74,40,114,3289116
2025-03-30,13,12,1,5,67,31,98,2433597
2025-03-31,20,19,4,8,54,51,105,3195137
2025-04-01,27,15,2,6,59,50,109,2303513
2025-04-02,18,16,9,9,68,52,120,3060420
2025-04-03,21,13,4,4,76,42,118,3906235
2025-04-04,17,20,7,4,63,48,111,3291266
2025-04-05,23,16,4,4,57,47,104,2836892
2025-04-06,23,13,10,3,63,49,112,2471320
2025-04-07,17,10,5,5,58,37,95,2448918
2025-04-08,21,16,2,8,74,47,121,3677202
2025-04-09,21,23,5,5,60,54,114,2259729
2025-04-10,23,15,7,1,55,46,101,3181693
2025-04-11,22,18,5,4,58,49,107,2759167
2025-04-12,18,19,5,4,47,46,93,2955074
2025-04-13,16,16,3,2,66,37,103,3398308
2025-04-14,18,17,11,4,53,50,103,3057604
2025-04-15,20,20,5,5,78,50,128,2242850
2025-04-16,26,12,2,0,63,40,103,3108016
2025-04-17,16,9,4,2,40,31,71,1452403
2025-04-18,12,14,5,2,34,33,67,1574509
2025-04-19,17,18,0,3,50,38,88,2046317
2025-04-20,23,11,4,0,51,38,89,2749643
2025-04-21,16,17,4,4,66,41,107,2698870
2025-04-22,29,25,4,6,64,64,128,2795670
2025-04-23,18,14,6,5,65,43,108,2424492
2025-04-24,25,16,7,6,60,54,114,1871967
2025-04-25,17,21,8,6,69,52,121,3288026
2025-04-26,19,14,3,6,75,42,117,3242917
2025-04-27,20,15,3,3,65,41,106,2210933
2025-04-28,17,20,1,3,64,41,105,3365353
2025-04-29,23,18,4,3,52,48,100,2526510
2025-04-30,24,21,5,3,62,53,115,2795607
2025-05-01,17,15,1,5,61,38,99,3744788
2025-05-02,18,10,5,4,59,37,96,2176873
2025-05-03,22,11,5,5,52,43,95,2743230
2025-05-04,14,14,3,2,54,33,87,3124329
2025-05-05,24,14,5,1,73,44,117,3567643
2025-05-06,24,23,8,4,64,59,123,3001931
2025-05-07,20,10,2,6,46,38,84,2518655
2025-05-08,24,16,5,5,46,50,96,979704
2025-05-09,17,14,4,2,60,37,97,1600597
2025-05-10,17,16,8,4,68,45,113,2332538
2025-05-11,18,14,5,1,69,38,107,3094550
2025-05-12,20,17,6,1,66,44,110,3347316
2025-05-13,14,19,7,4,64,44,108,2256366
2025-05-14,23,19,6,3,64,51,115,2859363
2025-05-15,27,13,7,2,70,49,119,3081905
2025-05-16,18,21,8,2,51,49,100,3028293
2025-05-17,27,13,4,5,61,49,110,2347437
2025-05-18,23,15,6,4,67,48,115,3345880
2025-05-19,19,13,9,3,65,44,109,2861748
2025-05-20,20,25,4,7,65,56,121,3254775
2025-05-21,23,14,8,3,64,48,112,2590536
2025-05-22,20,13,3,5,57,41,98,1737855
2025-05-23,16,27,6,4,69,53,122,3350141
2025-05-24,24,13,8,2,51,47,98,2495179
2025-05-25,27,21,2,2,59,52,111,2845150
2025-05-26,29,25,6,3,52,63,115,3011713
2025-05-27,27,13,3,4,54,47,101,2393933
2025-05-28,16,15,6,2,52,39,91,2760733
2025-05-29,18,15,12,4,79,49,128,4185138
2025-05-30,13,16,5,4,67,38,105,2200977
2025-05-31,20,18,4,4,55,46,101,2392278
2025-06-01,26,12,8,3,50,49,99,2396731
2025-06-02,24,18,9,1,66,52,118,3045041
2025-06-03,14,17,4,4,53,39,92,2846231
2025-06-04,26,8,6,6,70,46,116,3509723
2025-06-05,20,15,3,3,56,41,97,2869011
2025-06-06,17,14,2,4,59,37,96,2324336
2025-06-07,11,18,7,3,54,39,93,3862555
2025-06-08,22,22,6,1,68,51,119,3310828
2025-06-09,29,25,6,3,68,63,131,3608858
2025-06-10,32,20,6,5,61,63,124,2565467
2025-06-11,22,18,6,3,52,49,101,2687843
2025-06-12,18,13,6,2,67,39,106,2944641
2025-06-13,17,20,9,5,67,51,118,2613578
2025-06-14,22,19,4,4,57,49,106,2234704
2025-06-15,18,16,4,5,64,43,107,3474991
2025-06-16,22,15,5,7,54,49,103,2483867
2025-06-17,18,14,5,0,49,37,86,2656220
2025-06-18,22,22,11,3,65,58,123,2622368
2025-06-19,22,12,4,4,53,42,95,3660760
2025-06-20,22,12,6,2,51,42,93,1848614
2025-06-21,21,15,9,5,70,50,120,2175749
2025-06-22,17,12,6,3,59,38,97,3425897
2025-06-23,19,19,8,2,39,48,87,1903660
2025-06-24,22,11,7,1,72,41,113,2884807
2025-06-25,16,16,6,2,65,40,105,3095022
2025-06-26,22,13,0,3,46,38,84,2729670
2025-06-27,21,11,11,4,69,47,116,2415550
2025-06-28,24,18,9,2,60,53,113,3477648
2025-06-29,21,20,6,6,64,53,117,2661724
2025-06-30,18,16,9,4,56,47,103,3071945
2025-07-01,26,19,8,2,48,55,103,1622028
2025-07-02,17,17,2,3,64,39,103,2604705
2025-07-03,17,14,4,7,57,42,99,2545505
2025-07-04,23,18,7,1,72,49,121,3322851
2025-07-05,18,14,4,2,67,38,105,2195756
2025-07-06,14,13,3,3,48,33,81,1486289
2025-07-07,19,14,9,4,44,46,90,2426545
2025-07-08,18,17,10,4,47,49,96,1321643
2025-07-09,14,13,1,6,56,34,90,2802672
2025-07-10,19,14,7,3,60,43,103,3187842
2025-07-11,12,12,3,3,61,30,91,3368827
2025-07-12,24,19,0,5,61,48,109,3519285
2025-07-13,18,15,2,2,52,37,89,2108776
2025-07-14,18,18,6,6,62,48,110,2618316
2025-07-15,32,18,6,4,54,60,114,2964087
2025-07-16,14,23,3,4,65,44,109,3058920
2025-07-17,18,20,7,5,63,50,113,3774830
2025-07-18,22,16,4,3,51,45,96,2660282
2025-07-19,16,13,5,3,59,37,96,2859181
2025-07-20,25,17,3,3,59,48,107,2467213
2025-07-21,17,13,11,2,47,43,90,3163473
2025-07-22,28,9,10,8,51,55,106,1797156
2025-07-23,12,22,7,6,62,47,109,2456412
2025-07-24,15,21,4,2,50,42,92,1989332
2025-07-25,19,12,4,5,59,40,99,2522855
2025-07-26,17,10,3,3,57,33,90,3235467
2025-07-27,16,16,8,4,58,44,102,3098876
2025-07-28,16,15,5,5,61,41,102,2081081
2025-07-29,22,12,4,5,50,43,93,1973638
2025-07-30,20,16,5,6,61,47,108,3564029
2025-07-31,20,18,7,2,58,47,105,2635950
2025-08-01,18,11,3,3,62,35,97,2284067
2025-08-02,20,19,6,3,63,48,111,4312319
2025-08-03,16,17,6,3,60,42,102,2690634
2025-08-04,10,16,3,5,43,34,77,1677808
2025-08-05,31,17,6,6,62,60,122,3091495
2025-08-06,16,18,8,5,39,47,86,1994192
2025-08-07,26,7,7,5,58,45,103,3426124
2025-08-08,19,12,1,4,57,36,93,2518470
2025-08-09,19,12,3,4,53,38,91,3046645
2025-08-10,17,20,3,3,61,43,104,3075952
2025-08-11,21,17,8,6,63,52,115,2424770
2025-08-12,27,21,7,2,63,57,120,2683247
2025-08-13,20,20,4,5,71,49,120,2622836
2025-08-14,15,16,6,6,56,43,99,2752544
2025-08-15,13,12,7,3,58,35,93,2486932
2025-08-16,19,20,7,2,55,48,103,2113867
2025-08-17,20,19,6,8,73,53,126,3759255
2025-08-18,18,21,3,3,49,45,94,2015908
2025-08-19,26,18,6,6,58,56,114,4212376
2025-08-20,22,10,4,2,63,38,101,3327573
2025-08-21,15,16,3,4,46,38,84,2448184
2025-08-22,18,11,6,5,74,40,114,2972540
2025-08-23,17,12,7,3,58,39,97,2925004
2025-08-24,21,19,4,4,65,48,113,2906872
2025-08-25,23,11,5,3,57,42,99,2854416
2025-08-26,20,13,9,7,46,49,95,3026799
2025-08-27,19,24,10,5,61,58,119,2575371
2025-08-28,19,14,8,5,65,46,111,2479732
2025-08-29,23,14,5,5,53,47,100,2324105
2025-08-30,15,17,7,4,72,43,115,4274827
2025-08-31,16,17,7,6,64,46,110,2769470
2025-09-01,31,9,6,1,68,47,115,2925840
2025-09-02,15,13,3,3,52,34,86,1976215
2025-09-03,21,25,9,7,53,62,115,2686889
2025-09-04,14,13,4,3,60,34,94,2201762
2025-09-05,23,22,5,1,74,51,125,3527492
2025-09-06,19,11,6,3,65,39,104,2654537
2025-09-07,17,16,8,4,52,45,97,2778529
2025-09-08,17,14,4,3,54,38,92,2920562
2025-09-09,24,15,10,5,57,54,111,1877149
2025-09-10,18,16,7,5,49,46,95,2665503
2025-09-11,27,12,10,5,39,54,93,2198883
2025-09-12,12,8,6,4,57,30,87,2321963
2025-09-13,20,11,3,2,44,36,80,2413575
2025-09-14,13,14,4,3,60,34,94,2675832
2025-09-15,15,15,5,3,43,38,81,2318286
2025-09-16,21,16,0,6,66,43,109,2432596
2025-09-17,23,12,5,8,59,48,107,2623001
2025-09-18,20,20,2,6,69,48,117,2618766
2025-09-19,23,12,8,5,51,48,99,2513896
2025-09-20,10,13,3,3,61,29,90,2561095
2025-09-21,14,13,1,2,61,30,91,3066023
2025-09-22,17,17,7,2,48,43,91,2363714
2025-09-23,21,14,5,5,62,45,107,2902471
2025-09-24,13,11,4,6,54,34,88,2284786
2025-09-25,22,14,5,2,45,43,88,2391102
2025-09-26,19,22,3,2,53,46,99,1486924
2025-09-27,20,15,7,1,66,43,109,3425694
2025-09-28,21,18,9,0,72,48,120,3596066
2025-09-29,22,21,4,9,70,56,126,2604900
2025-09-30,22,11,10,4,56,47,103,2206044
2025-10-01,20,14,10,3,67,47,114,2606835
2025-10-02,17,13,3,4,57,37,94,4094564
2025-10-03,27,19,3,6,58,55,113,3307649
2025-10-04,24,13,5,3,72,45,117,1884716
2025-10-05,17,16,7,3,61,43,104,3186815
2025-10-06,21,16,2,2,52,41,93,2626892
2025-10-07,21,20,6,9,67,56,123,3229733
2025-10-08,16,15,6,5,37,42,79,1404386
2025-10-09,15,16,1,1,44,33,77,2195625
2025-10-10,16,14,8,3,43,41,84,1419223
2025-10-11,18,15,4,5,49,42,91,2300405
2025-10-12,16,12,7,3,45,38,83,1528892
2025-10-13,14,17,9,6,54,46,100,2310620
2025-10-14,24,24,6,3,62,57,119,4393694
2025-10-15,16,9,3,4,49,32,81,2365465
2025-10-16,11,12,2,1,40,26,66,2567629
2025-10-17,15,21,5,4,36,45,81,1312288
2025-10-18,14,11,4,4,38,33,71,1261363
2025-10-19,17,20,2,3,59,42,101,2274453
2025-10-20,12,11,2,6,49,31,80,2426283
2025-10-21,25,20,7,3,59,55,114,2646512
2025-10-22,22,16,3,7,65,48,113,3643368
2025-10-23,16,17,7,4,53,44,97,2174187
2025-10-24,15,20,3,2,59,40,99,2137015
2025-10-25,14,18,4,3,57,39,96,3116470
2025-10-26,21,12,4,2,49,39,88,2579468
2025-10-27,26,11,6,8,50,51,101,2359929
2025-10-28,26,18,2,3,60,49,109,2254395
2025-10-29,18,16,8,2,71,44,115,2978284
2025-10-30,19,15,8,7,46,49,95,2196091
2025-10-31,19,20,1,0,48,40,88,2885142
2025-11-01,14,16,2,1,41,33,74,989531
2025-11-02,12,5,4,3,41,24,65,2340316
2025-11-03,11,12,3,3,37,29,66,1900089
2025-11-04,15,14,2,2,54,33,87,1407208
2025-11-05,16,13,3,5,57,37,94,2831281
2025-11-06,14,11,3,1,47,29,76,2547670
2025-11-07,17,19,4,4,35,44,79,2158733
2025-11-08,14,21,2,4,57,41,98,2810280
2025-11-09,15,8,4,3,45,30,75,1963131
2025-11-10,9,15,2,4,40,30,70,2128791
2025-11-11,21,13,4,3,67,41,108,2810422
2025-11-12,14,16,4,3,52,37,89,3050801
2025-11-13,19,22,8,1,54,50,104,2030125
2025-11-14,11,13,3,8,52,35,87,2864994
2025-11-15,19,15,4,3,44,41,85,2958343
2025-11-16,15,17,4,2,38,38,76,2076111
2025-11-17,16,12,5,3,44,36,80,1892155
2025-11-18,17,19,5,7,55,48,103,2482468
2025-11-19,12,15,2,7,52,36,88,3285843
2025-11-20,15,10,4,3,67,32,99,3493012
2025-11-21,12,12,3,3,57,30,87,3367819
2025-11-22,20,15,5,4,45,44,89,2321273
2025-11-23,18,11,4,5,49,38,87,2795655
2025-11-24,14,10,2,3,46,29,75,2002448
2025-11-25,11,18,3,4,51,36,87,2526726
2025-11-26,10,6,5,3,31,24,55,1546137
2025-11-27,12,14,5,1,35,32,67,2170187
2025-11-28,8,14,2,4,30,28,58,1137836
2025-11-29,16,10,4,2,35,32,67,1264273
2025-11-30,9,7,7,1,41,24,65,3476725
2025-12-01,10,19,8,1,40,38,78,3014483
2025-12-02,14,16,4,3,36,37,73,1995273
2025-12-03,14,9,2,4,30,29,59,2075899
2025-12-04,8,8,1,0,42,17,59,2578455
2025-12-05,5,12,2,0,31,19,50,1768355
2025-12-06,12,13,1,4,41,30,71,1872400
2025-12-07,8,10,3,2,46,23,69,2132826
2025-12-08,11,13,3,4,31,31,62,1240236
2025-12-09,18,24,6,3,46,51,97,1739980
2025-12-10,6,9,5,1,32,21,53,1486855
2025-12-11,11,7,4,2,35,24,59,1899427
2025-12-12,8,10,2,2,29,22,51,1940360
2025-12-13,12,9,3,2,31,26,57,1730372
2025-12-14,11,6,2,1,42,20,62,2693224
2025-12-15,16,12,4,7,29,39,68,2076246
2025-12-16,17,10,1,1,46,29,75,2934155
2025-12-17,7,10,2,2,38,21,59,1401184
2025-12-18,13,11,4,2,40,30,70,2210027
2025-12-19,12,8,2,1,29,23,52,1817156
2025-12-20,11,12,5,3,26,31,57,1102870
2025-12-21,13,12,1,1,30,27,57,900778
2025-12-22,10,11,4,2,31,27,58,1306879
2025-12-23,18,15,2,3,36,38,74,2611062
2025-12-24,16,19,5,3,32,43,75,1505153
2025-12-25,9,19,3,6,48,37,85,1779613
2025-12-26,13,12,3,2,46,30,76,2997250
2025-12-27,12,11,6,1,49,30,79,2079995
2025-12-28,8,19,7,5,36,39,75,2553047
2025-12-29,15,8,6,3,38,32,70,1377943
2025-12-30,16,10,5,3,40,34,74,2287245
2025-12-31,12,12,2,5,55,31,86,3602283
2026-01-01,20,5,5,5,33,35,68,2624205
2026-01-02,10,16,4,2,33,32,65,1549060
2026-01-03,13,8,3,4,41,28,69,2374280
2026-01-04,10,18,4,4,35,36,71,2561406
2026-01-05,13,10,5,0,36,28,64,2395675
2026-01-06,22,8,6,6,40,42,82,915988
2026-01-07,17,12,2,6,47,37,84,2584320
2026-01-08,11,14,2,3,40,30,70,2369001
2026-01-09,9,19,6,6,50,40,90,3658756
2026-01-10,10,13,8,5,41,36,77,1621746
2026-01-11,15,14,2,7,39,38,77,2338412
2026-01-12,10,6,5,6,44,27,71,2194921
2026-01-13,15,11,3,3,31,32,63,984609
2026-01-14,10,18,6,2,42,36,78,1953567
2026-01-15,13,14,4,1,41,32,73,2550787
2026-01-16,13,12,3,7,40,35,75,1982949
2026-01-17,11,8,4,1,31,24,55,2035317
2026-01-18,17,14,8,4,29,43,72,2262245
2026-01-19,12,13,8,4,41,37,78,1184740
2026-01-20,18,14,1,5,47,38,85,2692059
2026-01-21,13,12,3,3,42,31,73,3199140
2026-01-22,8,14,4,6,36,32,68,1463105
2026-01-23,12,10,7,4,29,33,62,2489398
2026-01-24,10,16,2,4,31,32,63,1217182
2026-01-25,14,7,5,5,59,31,90,3526111
2026-01-26,10,6,7,3,28,26,54,1508018
2026-01-27,21,11,3,2,42,37,79,2596539
2026-01-28,12,8,4,3,40,27,67,1314581
2026-01-29,13,15,6,4,48,38,86,2514977
2026-01-30,17,10,6,5,48,38,86,2770122
2026-01-31,16,16,8,4,56,44,100,3061927
2026-02-01,18,17,4,4,37,43,80,2360180
2026-02-02,13,10,8,4,55,35,90,4060874
2026-02-03,18,13,6,1,45,38,83,1753051
2026-02-04,14,10,7,3,43,34,77,1973736
2026-02-05,15,18,4,6,46,43,89,2705556
2026-02-06,14,13,2,3,50,32,82,2633514
2026-02-07,13,25,3,1,48,42,90,2315954
2026-02-08,16,15,7,3,49,41,90,2285657
2026-02-09,8,12,2,3,41,25,66,1858114
2026-02-10,15,16,3,2,59,36,95,3929442
2026-02-11,12,17,4,3,46,36,82,1772127
2026-02-12,21,29,9,5,55,64,119,2755205
2026-02-13,17,18,5,6,64,46,110,2584875
2026-02-14,18,16,6,1,58,41,99,2427837
2026-02-15,12,18,4,3,50,37,87,2550407
2026-02-16,10,12,9,4,60,35,95,2988622
2026-02-17,24,14,5,5,43,48,91,2386408
2026-02-18,25,22,6,8,52,61,113,2779866
2026-02-19,21,22,8,2,62,53,115,3662867
2026-02-20,16,14,4,2,54,36,90,2433032
2026-02-21,14,21,3,2,54,40,94,2289889
2026-02-22,28,22,4,3,72,57,129,3433752
2026-02-23,13,12,10,6,62,41,103,2288511
2026-02-24,18,23,5,6,55,52,107,1911840
2026-02-25,28,15,6,2,58,51,109,4484145
2026-02-26,20,14,12,3,53,49,102,1611556
2026-02-27,12,23,5,2,53,42,95,3153071
2026-02-28,10,16,4,2,44,32,76,2996963
2026-03-01,3,4,3,0,7,10,17,207948
2026-03-02,0,2,0,0,2,2,4,0
2026-03-03,1,2,0,0,2,3,5,6701
2026-03-04,2,1,0,0,0,3,3,0
2026-03-05,2,0,1,0,1,3,4,0
2026-03-06,0,5,0,0,0,5,5,0
2026-03-07,1,3,1,0,2,5,7,0
2026-03-08,1,3,1,0,1,5,6,0
2026-03-09,0,2,1,0,6,3,9,154941
2026-03-10,0,2,0,1,1,3,4,42122
2026-03-11,1,2,1,0,1,4,5,51338
2026-03-12,3,2,0,0,3,5,8,5366
2026-03-13,0,0,0,0,3,0,3,23880
2026-03-14,1,0,1,0,1,2,3,0
2026-03-15,0,3,1,0,5,4,9,348432
2026-03-16,0,4,0,0,0,4,4,0
2026-03-17,0,0,1,0,1,1,2,47804
2026-03-18,0,1,0,0,0,1,1,0
2026-03-19,0,2,0,0,1,2,3,34576
2026-03-20,1,1,1,0,3,3,6,118692
2026-03-21,0,0,0,0,0,0,0,0
2026-03-22,0,3,0,0,0,3,3,0
